iter	Passed	Remaining
491	744	768
492	745	766
493	746	765
494	748	763
495	749	761
496	750	759
497	751	757
498	752	755
499	753	753
500	755	752
501	756	750
502	757	748
503	758	746
504	759	744
505	760	742
506	761	740
507	763	739
508	764	737
509	765	735
510	766	733
511	768	732
512	769	730
513	770	728
514	772	727
515	773	725
516	774	723
517	775	721
518	776	719
519	778	718
520	779	716
521	780	714
522	781	712
523	783	711
524	784	709
525	785	707
526	787	706
527	788	704
528	789	702
529	790	701
530	791	699
531	793	697
532	794	695
533	795	694
534	796	692
535	797	690
536	799	689
537	800	687
538	802	685
539	803	684
540	804	682
541	805	680
542	806	678
543	807	677
544	808	675
545	810	673
546	811	671
547	812	670
548	813	668
549	814	666
550	816	665
551	817	663
552	818	661
553	820	660
554	821	658
555	822	656
556	823	655
557	824	653
558	826	651
559	827	650
560	828	648
561	830	646
562	831	645
563	832	643
564	833	641
565	835	640
566	836	638
567	837	636
568	838	635
569	839	633
570	841	632
571	842	630
572	843	628
573	845	627
574	848	627
575	851	626
576	853	625
577	855	624
578	858	624
579	861	623
580	863	622
581	865	621
582	867	620
583	869	619
584	870	617
585	872	616
586	874	615
587	875	613
588	877	612
589	878	610
590	879	608
591	881	607
592	882	605
593	883	603
594	884	602
595	886	600
596	887	599
597	888	597
598	889	595
599	891	594
600	892	592
601	893	590
602	894	589
603	896	587
604	897	585
605	898	584
606	900	582
607	901	581
608	902	579
609	904	578
610	905	576
611	906	574
612	907	573
613	908	571
614	910	569
615	911	568
616	912	566
617	914	565
618	915	563
619	916	561
620	917	560
621	919	558
622	920	556
623	921	555
624	922	553
625	923	551
626	924	549
627	925	548
628	926	546
629	928	545
630	929	543
631	930	541
632	931	540
633	932	538
634	933	536
635	935	535
636	936	533
637	937	531
638	938	530
639	939	528
640	940	526
641	942	525
642	943	523
643	944	522
644	946	520
645	947	519
646	949	517
647	950	516
648	951	514
649	952	512
650	953	511
651	955	509
652	956	508
653	957	506
654	958	504
655	959	503
656	960	501
657	962	500
658	963	498
659	965	497
660	966	495
661	967	494
662	968	492
663	969	490
664	971	489
665	972	487
666	973	485
667	974	484
668	975	482
669	977	481
670	979	480
671	980	478
672	982	477
673	983	475
674	984	474
675	985	472
676	987	470
677	988	469
678	989	467
679	990	466
680	991	464
681	992	462
682	994	461
683	995	459
684	996	458
685	997	456
686	998	455
687	1000	453
688	1001	452
689	1003	450
690	1004	449
691	1005	447
692	1006	445
693	1007	444
694	1009	442
695	1010	441
696	1011	439
697	1012	438
698	1013	436
699	1014	434
700	1016	433
701	1017	431
702	1018	430
703	1019	428
704	1021	427
705	1022	425
706	1023	424
707	1024	422
708	1025	421
709	1026	419
710	1028	417
711	1029	416
712	1030	414
713	1031	413
714	1032	411
715	1033	410
716	1035	408
717	1036	407
718	1037	405
719	1038	403
720	1040	402
721	1041	400
722	1042	399
723	1043	397
724	1044	396
725	1046	394
726	1047	393
727	1049	392
728	1052	391
729	1053	389
730	1055	388
731	1056	386
732	1057	385
733	1058	383
734	1060	382
735	1061	380
736	1062	379
737	1063	377
738	1065	376
739	1066	374
740	1067	373
741	1068	371
742	1070	370
743	1071	368
744	1072	367
745	1073	365
746	1075	364
747	1076	362
748	1077	361
749	1078	359
750	1080	358
751	1081	356
752	1082	355
753	1084	353
754	1085	352
755	1086	350
756	1087	349
757	1088	347
758	1090	346
759	1091	344
760	1092	343
761	1094	341
762	1095	340
763	1096	338
764	1098	337
765	1099	335
766	1100	334
767	1101	332
768	1103	331
769	1104	329
770	1105	328
771	1107	326
772	1108	325
773	1109	324
774	1110	322
775	1111	320
776	1113	319
777	1114	317
778	1115	316
779	1116	314
780	1117	313
781	1118	311
782	1119	310
783	1120	308
784	1121	307
785	1122	305
786	1123	304
787	1124	302
788	1125	301
789	1127	299
790	1128	298
791	1129	296
792	1130	295
793	1131	293
794	1132	292
795	1134	290
796	1135	289
797	1136	287
798	1137	286
799	1138	284
800	1139	283
801	1140	281
802	1141	280
803	1142	278
804	1143	277
805	1145	275
806	1146	274
807	1147	272
808	1148	271
809	1149	269
810	1150	268
811	1152	266
812	1153	265
813	1154	263
814	1155	262
815	1156	260
816	1158	259
817	1158	257
818	1160	256
819	1161	254
820	1162	253
821	1163	252
822	1165	250
823	1167	249
824	1169	248
825	1170	246
826	1172	245
827	1173	243
828	1174	242
829	1175	240
830	1177	239
831	1178	237
832	1179	236
833	1180	235
834	1181	233
835	1182	232
836	1184	230
837	1185	229
838	1186	227
839	1187	226
840	1188	224
841	1189	223
842	1190	221
843	1191	220
844	1193	218
845	1195	217
846	1197	216
847	1199	214
848	1200	213
849	1201	212
850	1202	210
851	1204	209
852	1205	207
853	1206	206
854	1207	204
855	1209	203
856	1210	201
857	1211	200
858	1212	199
859	1213	197
860	1215	196
861	1216	194
862	1217	193
863	1218	191
864	1219	190
865	1220	188
866	1221	187
867	1222	185
868	1223	184
869	1224	183
870	1225	181
871	1226	180
872	1228	178
873	1229	177
874	1230	175
875	1231	174
876	1232	172
877	1233	171
878	1235	170
879	1236	168
880	1237	167
881	1238	165
882	1240	164
883	1241	162
884	1242	161
885	1243	159
886	1244	158
887	1245	157
888	1246	155
889	1247	154
890	1248	152
891	1249	151
892	1251	149
893	1252	148
894	1253	147
895	1255	145
896	1256	144
897	1257	142
898	1258	141
899	1259	139
900	1260	138
901	1261	137
902	1263	135
903	1264	134
904	1265	132
905	1266	131
906	1267	130
907	1269	128
908	1270	127
909	1271	125
910	1272	124
911	1273	122
912	1274	121
913	1275	120
914	1277	118
915	1278	117
916	1279	115
917	1280	114
918	1282	113
919	1283	111
920	1284	110
921	1285	108
922	1286	107
923	1287	105
924	1288	104
925	1290	103
926	1291	101
927	1292	100
928	1293	98
929	1294	97
930	1295	96
931	1296	94
932	1297	93
933	1298	91
934	1299	90
935	1300	88
936	1301	87
937	1302	86
938	1303	84
939	1304	83
940	1306	81
941	1307	80
942	1308	79
943	1309	77
944	1311	76
945	1312	74
946	1313	73
947	1314	72
948	1315	70
949	1316	69
950	1318	67
951	1319	66
952	1320	65
953	1321	63
954	1322	62
955	1324	60
956	1325	59
957	1326	58
958	1327	56
959	1328	55
960	1330	53
961	1331	52
962	1332	51
963	1333	49
964	1334	48
965	1335	47
966	1336	45
967	1338	44
968	1340	42
969	1341	41
970	1342	40
971	1344	38
972	1345	37
973	1346	35
974	1348	34
975	1349	33
976	1350	31
977	1351	30
978	1352	29
979	1353	27
980	1354	26
981	1355	24
982	1357	23
983	1358	22
984	1359	20
985	1360	19
986	1361	17
987	1362	16
988	1364	15
989	1365	13
990	1366	12
991	1367	11
992	1369	9
993	1370	8
994	1371	6
995	1372	5
996	1374	4
997	1375	2
998	1376	1
999	1377	0
